source_path,relative_path,basename,category,book_container,status,has_output,num_outputs,matched_outputs,notes
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000133.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000133.jpg,00000133,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000133.csv (csv, 2026-02-04 06:04:58)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000134.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000134.jpg,00000134,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000134.csv (csv, 2026-02-04 06:07:18)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000135.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000135.jpg,00000135,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000135.csv (csv, 2026-02-04 06:09:29)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000136.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000136.jpg,00000136,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000136.csv (csv, 2026-02-04 06:11:33)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000137.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000137.jpg,00000137,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000137.csv (csv, 2026-02-04 06:13:25)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000138.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000138.jpg,00000138,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000138.csv (csv, 2026-02-04 06:15:52)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000139.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000139.jpg,00000139,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000139.csv (csv, 2026-02-04 06:18:06)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000140.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000140.jpg,00000140,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000140.csv (csv, 2026-02-04 06:20:31)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000141.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000141.jpg,00000141,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000141.csv (csv, 2026-02-04 06:22:45)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000142.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000142.jpg,00000142,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000142.csv (csv, 2026-02-04 06:24:45)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000143.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000143.jpg,00000143,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000143.csv (csv, 2026-02-04 06:27:03)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000144.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000144.jpg,00000144,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000144.csv (csv, 2026-02-04 06:28:39)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000145.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000145.jpg,00000145,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000145.csv (csv, 2026-02-04 06:30:31)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000146.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000146.jpg,00000146,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000146.csv (csv, 2026-02-04 06:32:16)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000147.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000147.jpg,00000147,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000147.csv (csv, 2026-02-04 06:34:35)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000148.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000148.jpg,00000148,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000148.csv (csv, 2026-02-04 06:36:20)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000149.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000149.jpg,00000149,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000149.csv (csv, 2026-02-04 06:38:37)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000150.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000150.jpg,00000150,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000150.csv (csv, 2026-02-04 06:40:21)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000151.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000151.jpg,00000151,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000151.csv (csv, 2026-02-04 06:42:37)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000152.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000152.jpg,00000152,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000152.csv (csv, 2026-02-04 06:44:46)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000153.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000153.jpg,00000153,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000153.csv (csv, 2026-02-04 06:47:03)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000154.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000154.jpg,00000154,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000154.csv (csv, 2026-02-04 06:49:33)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000155.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000155.jpg,00000155,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000155.csv (csv, 2026-02-04 06:51:56)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000156.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000156.jpg,00000156,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000156.csv (csv, 2026-02-04 06:54:16)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000157.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000157.jpg,00000157,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000157.csv (csv, 2026-02-04 06:56:40)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000158.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000158.jpg,00000158,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000158.csv (csv, 2026-02-04 06:59:04)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000159.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000159.jpg,00000159,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000159.csv (csv, 2026-02-04 07:01:24)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000160.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000160.jpg,00000160,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000160.csv (csv, 2026-02-04 07:03:19)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000161.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000161.jpg,00000161,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000161.csv (csv, 2026-02-04 07:05:48)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000162.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000162.jpg,00000162,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000162.csv (csv, 2026-02-04 07:07:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000163.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000163.jpg,00000163,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000163.csv (csv, 2026-02-04 07:10:24)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000164.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000164.jpg,00000164,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000164.csv (csv, 2026-02-04 07:12:46)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000165.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000165.jpg,00000165,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000165.csv (csv, 2026-02-04 07:15:05)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000166.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000166.jpg,00000166,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000166.csv (csv, 2026-02-04 07:17:28)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000167.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000167.jpg,00000167,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000167.csv (csv, 2026-02-04 07:20:17)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000168.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000168.jpg,00000168,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000168.csv (csv, 2026-02-04 07:22:18)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000169.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000169.jpg,00000169,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000169.csv (csv, 2026-02-04 07:24:40)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000170.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000170.jpg,00000170,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000170.csv (csv, 2026-02-04 07:26:51)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000171.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000171.jpg,00000171,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000171.csv (csv, 2026-02-04 07:29:10)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000172.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000172.jpg,00000172,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000172.csv (csv, 2026-02-04 07:31:34)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000173.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000173.jpg,00000173,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000173.csv (csv, 2026-02-04 07:33:58)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000174.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000174.jpg,00000174,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000174.csv (csv, 2026-02-04 07:35:58)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000175.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000175.jpg,00000175,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000175.csv (csv, 2026-02-04 07:38:15)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000176.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000176.jpg,00000176,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000176.csv (csv, 2026-02-04 07:40:36)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000177.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000177.jpg,00000177,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000177.csv (csv, 2026-02-04 07:43:13)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000178.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000178.jpg,00000178,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000178.csv (csv, 2026-02-04 07:45:36)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000179.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000179.jpg,00000179,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000179.csv (csv, 2026-02-04 07:47:51)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000180.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000180.jpg,00000180,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000180.csv (csv, 2026-02-04 07:50:11)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000181.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000181.jpg,00000181,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000181.csv (csv, 2026-02-04 07:52:28)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000182.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000182.jpg,00000182,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000182.csv (csv, 2026-02-04 07:54:25)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000183.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000183.jpg,00000183,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000183.csv (csv, 2026-02-04 07:56:58)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000184.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000184.jpg,00000184,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000184.csv (csv, 2026-02-04 07:59:20)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000185.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000185.jpg,00000185,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000185.csv (csv, 2026-02-04 08:01:34)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000186.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000186.jpg,00000186,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000186.csv (csv, 2026-02-04 08:03:09)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000187.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000187.jpg,00000187,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000187.csv (csv, 2026-02-04 08:05:27)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000188.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000188.jpg,00000188,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000188.csv (csv, 2026-02-04 08:07:43)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000189.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000189.jpg,00000189,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000189.csv (csv, 2026-02-04 08:09:54)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000190.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000190.jpg,00000190,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000190.csv (csv, 2026-02-04 08:11:46)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000191.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000191.jpg,00000191,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000191.csv (csv, 2026-02-04 08:13:59)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000192.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000192.jpg,00000192,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000192.csv (csv, 2026-02-04 08:16:20)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000193.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000193.jpg,00000193,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000193.csv (csv, 2026-02-04 08:18:41)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000194.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000194.jpg,00000194,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000194.csv (csv, 2026-02-04 08:21:14)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000195.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000195.jpg,00000195,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000195.csv (csv, 2026-02-04 08:23:32)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000196.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000196.jpg,00000196,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000196.csv (csv, 2026-02-04 08:25:07)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000197.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000197.jpg,00000197,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000197.csv (csv, 2026-02-04 08:27:04)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000198.jpg,ftp/PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000198.jpg,00000198,PROTOCOLLO DENUNCE,4 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/4 protocollo denunce CA/00000198.csv (csv, 2026-02-04 08:29:25)",
